"blockgroup","taz2","taz2_share"
60133131033,400441,1
60133132031,400216,1
60133132032,400246,1
60133132033,400042,0.862745098039216
60133132033,400607,0.137254901960784
60133132041,400445,1
60133132042,400091,1
60133132043,400446,1
60133132051,400618,1
60133132061,400003,1
60133132062,400443,1
60133132063,400442,1
60133141021,0,0
60133141021,400045,1
60133141022,400046,1
60133141023,400464,1
60133141031,400220,1
60133141032,400550,1
60133141033,0,0
60133141033,400551,1
60133141041,400581,1
60133141042,400582,1
60133141043,400219,1
60133141044,400218,1
60133142001,400489,1
60133142002,400488,1
60133142003,0,0
60133142003,400469,1
60133150001,0,0
60133150001,400491,1
60133150001,400512,0
60133150002,400506,1
60133160001,0,0
60133160001,400007,1
60133170001,400060,1
60133170002,400008,1
60133180001,400050,1
60133180002,0,0
60133180002,400490,1
60133180003,400061,1
60133190001,400520,1
60133190002,400493,1
60133190003,400494,1
60133190004,400492,1
60133190005,400521,1
60133190006,400222,1
60133200011,0,0
60133200011,400006,1
60133200012,400062,1
60133200031,400001,1
60133200041,400523,1
60133200042,400124,1
60133200043,400259,1
60133211011,400287,1
60133211012,400066,1
60133211013,400064,1
60133211014,400065,1
60133211021,400525,1
60133211022,400526,1
60133211023,400524,1
60133211024,400288,1
60133211031,400010,1
60133211032,400527,1
60133211033,400289,1
60133212001,400290,1
60133212002,400224,1
60133212003,400155,1
60133220001,400318,1
60133220002,400319,1
60133220003,400225,1
60133220004,400291,1
60133220005,400320,1
60133230001,400346,1
60133230002,400345,1
60133230003,400343,1
60133230004,400309,1
60133240011,400228,1
60133240012,400146,1
60133240013,400145,1
60133240014,400144,1
60133240021,400012,1
60133240022,400128,1
60133240023,400127,1
60133250001,400369,1
60133250002,400348,1
60133250003,400370,1
60133250004,400347,1
60133250005,400368,1
60133260001,400139,1
60133260002,400371,1
60133270001,400341,1
60133270002,400340,1
60133270003,400339,1
60133270004,400338,1
60133270005,400004,1
60133280001,400361,1
60133280002,400342,1
60133290001,400561,1
60133290002,400560,1
60133290003,400363,1
60133290004,400362,1
60133300001,400562,1
60133300002,400563,1
60133300003,400564,1
60133300004,400014,1
60133310001,400366,1
60133310002,400364,1
60133310003,400367,1
60133310004,400392,1
60133310005,400365,1
60133310006,400565,1
60133320001,400394,1
60133320002,400395,1
60133320003,400420,1
60133320004,400421,1
60133320005,400396,1
60133320006,400589,1
60133320007,400393,1
60133331011,400016,1
60133331012,400015,1
60133331013,400422,1
60133331021,400214,1
60133331022,400423,1
60133331023,400424,1
60133332001,400447,1
60133332002,400450,1
60133332003,400449,1
60133332004,400448,1
60133332005,400425,1
60133340011,400397,1
60133340012,400451,1
60133340041,400452,1
60133340042,400470,1
60133340043,400471,1
60133340044,400466,1
60133340061,400465,1
60133340062,400472,1
60133340063,400473,1
60133342001,400613,1
60133342002,400306,1
60133342003,400009,1
60133342004,400612,1
60133342005,400611,1
60133350001,400495,1
60133350002,400475,1
60133350003,400474,1
60133361011,400467,1
60133361012,400147,1
60133361013,400147,1
60133361021,400468,1
60133361022,400444,1
60133361023,400237,1
60133361024,400142,1
60133362011,400005,1
60133362012,400017,1
60133362013,400140,1
60133362021,400141,1
60133362022,400033,1
60133362023,400260,1
60133371001,400497,1
60133371002,400496,1
60133372001,400498,1
60133372002,400500,1
60133372003,400499,1
60133372004,400501,1
60133372005,400502,1
60133372006,400503,1
60133373001,400453,1
60133373002,400530,1
60133373003,400504,1
60133373004,400529,1
60133373005,400528,1
60133373006,400454,1
60133381011,400531,1
60133381012,400239,1
60133381013,400087,1
60133381021,400552,1
60133381022,400240,1
60133381023,400018,1
60133382011,400532,1
60133382012,400533,1
60133382031,400234,1
60133382032,400554,1
60133382033,400242,1
60133382041,0,0
60133382041,400180,1
60133382042,400176,1
60133382043,400175,1
60133382044,400032,1
60133383011,400455,1
60133383012,400479,1
60133383021,400223,1
60133383022,400555,1
60133383023,400553,1
60133390011,400132,1
60133390012,400131,1
60133390021,400227,1
60133390022,400133,1
60133390023,400134,1
60133390024,400243,1
60133400011,400456,1
60133400012,400235,1
60133400013,400457,1
60133400014,400476,1
60133400021,400558,1
60133400022,400477,1
60133400023,400586,1
60133400024,400236,1
60133400025,400585,1
60133400026,400557,0.932885906040268
60133400026,400573,0.0671140939597315
60133410001,400610,1
60133410002,400588,1
60133410003,400587,1
60133430011,400556,1
60133430012,400048,1
60133430013,400478,1
60133430014,400614,1
60133430021,0,0
60133430021,400049,1
60133430022,400049,1
60133430031,400056,1
60133430032,400051,1
60133451011,400398,1
60133451012,400399,1
60133451013,400400,1
60133451014,400372,1
60133451021,400403,1
60133451022,400402,1
60133451023,400401,1
60133451031,400427,1
60133451032,400428,1
60133451033,400426,1
60133451051,400052,1
60133451052,400534,1
60133451053,400535,1
60133451054,400559,1
60133451081,400429,1
60133451082,400122,1
60133451083,400053,1
60133451084,400157,1
60133451111,400431,1
60133451112,400430,1
60133451113,400057,1
60133451121,400210,1
60133451122,400123,1
60133451131,400185,1
60133451132,400156,1
60133451141,400591,1
60133451142,400608,1
60133451143,400022,1
60133451144,400590,1
60133451151,400054,1
60133451152,400265,1
60133451161,400118,1
60133451162,400117,1
60133452021,400055,1
60133452022,400130,1
60133452023,400129,1
60133452031,400152,1
60133452032,400592,1
60133452033,400593,1
60133452034,400020,1
60133452041,400232,1
60133452042,400233,1
60133461011,400019,1
60133461012,400307,1
60133461021,400308,1
60133461022,400153,1
60133461023,400335,1
60133462011,400154,1
60133462012,400154,1
60133462013,400058,1
60133462014,400058,0.125
60133462014,400310,0
60133462014,400337,0.875
60133462031,400021,1
60133462032,400616,1
60133462041,400034,1
60133462042,400077,1
60133462043,400078,1
60133470001,400135,1
60133470002,400274,1
60133470003,400226,1
60133480001,400279,1
60133480002,400619,1
60133480003,400279,1
60133490001,400621,1
60133490002,400615,1
60133490003,400620,1
60133500001,400623,1
60133500002,400622,1
60133500003,400292,1
60133500004,0,0
60133500004,400617,1
60133511011,400238,1
60133511012,400231,1
60133511013,400149,1
60133511021,400177,1
60133511022,400150,1
60133511023,400151,1
60133511031,400245,1
60133511032,400013,1
60133512001,400624,1
60133512002,400275,1
60133512003,400625,1
60133521011,400273,1
60133521012,0,0
60133521012,400626,1
60133521021,0,0
60133521021,400277,1
60133521022,400313,1
60133521023,400293,1
60133521024,400276,1
60133522011,400314,1
60133522012,400161,1
60133522013,400244,1
60133522021,400024,1
60133530011,400278,1
60133530012,400063,1
60133530021,400628,1
60133530022,400627,1
60133530023,400316,1
60133530024,400315,1
60133540011,400025,1
60133540021,400281,1
60133540022,400317,1
60133540023,400630,1
60133540024,400629,1
60133551071,0,0
60133551071,400002,1
60133551072,400508,1
60133551081,400126,1
60133551082,400137,1
60133551083,400136,1
60133551091,400254,1
60133551092,400172,1
60133551093,400171,1
60133551101,400202,1
60133551102,400206,1
60133551111,400205,1
60133551112,400083,1
60133551121,0,0
60133551121,400158,0.404805914972274
60133551121,400159,0.177449168207024
60133551121,400638,0.0646950092421442
60133551121,400639,0.353049907578558
60133551122,400159,1
60133551123,400023,1
60133551131,400166,1
60133551132,400165,1
60133551133,400027,1
60133551141,400084,1
60133551142,400075,1
60133551143,400212,1
60133551151,400211,1
60133551161,400074,1
60133551171,400073,1
60133552001,400215,1
60133552002,400217,1
60133553011,400280,1
60133553012,400312,1
60133553013,400311,1
60133553014,400283,1
60133553021,400480,1
60133553022,400505,1
60133553023,400282,1
60133553041,400285,1
60133553042,400120,1
60133553043,400334,1
60133553044,400121,1
60133553045,400076,1
60133553061,400284,1
60133553062,400305,1
60133553063,400286,1
60133553064,400286,1
60133553065,400336,1
60133560011,400487,1
60133560012,400487,1
60133560013,400566,1
60133560021,400609,1
60133560022,400221,1
60133560023,400037,1
60133560024,0,0
60133560024,400522,1
60133570001,0,0
60133570001,400632,1
60133570002,0,0
60133570002,400540,1
60133570003,0,0
60133570003,400633,1
60133580001,400515,1
60133580002,400513,1
60133580003,400516,1
60133580004,400514,1
60133580005,0,0
60133580005,400081,1
60133591021,400571,1
60133591022,400571,1
60133591023,400298,1
60133591031,0,0
60133591031,400036,1
60133591032,400263,1
60133591033,400039,1
60133591041,400080,1
60133591051,0,0
60133591051,400035,1
60133592021,400026,1
60133592022,400567,1
60133592023,400321,1
60133592031,400041,1
60133592032,400040,1
60133592033,400568,1
60133592034,400262,1
60133592035,400261,1
60133592041,400264,1
60133592042,400028,1
60133592043,400038,1
60133601011,400578,1
60133601012,400247,1
60133601013,400229,1
60133601021,400163,1
60133601022,400164,1
60133601023,400579,1
60133602001,400580,1
60133602002,400598,1
60133602003,400569,1
60133610001,400599,1
60133610002,400119,1
60133610003,400162,1
60133620001,400634,1
60133620002,400634,1
60133620003,400029,1
60133630001,400601,1
60133630002,400600,1
60133630003,400169,1
60133630004,400230,1
60133640021,400322,1
60133640022,400322,1
60133640023,400322,1
60133650021,400570,1
60133650022,400572,1
60133650023,0,0
60133650023,400085,1
60133650031,400324,1
60133650032,400252,1
60133650033,400253,1
60133660011,400043,1
60133660012,400044,1
60133660013,400047,1
60133660021,400059,1
60133660022,400059,1
60133660023,400517,1
60133671001,400574,1
60133671002,400349,1
60133671003,400251,1
60133671004,400350,1
60133672001,400594,1
60133672002,400595,1
60133672003,400596,1
60133680011,400352,1
60133680012,400354,1
60133680013,400547,1
60133680014,400546,1
60133680021,400351,1
60133680022,400353,1
60133690011,400325,1
60133690012,400173,1
60133690013,400548,1
60133690014,400201,1
60133690021,400326,1
60133690022,400597,1
60133690023,400631,1
60133700001,400355,1
60133700002,400636,1
60133700003,400637,1
60133710001,400376,1
60133710002,400377,1
60133710003,400373,1
60133710004,400375,1
60133710005,400374,1
60133710006,400356,1
60133720001,400381,1
60133720002,400380,1
60133720003,400384,1
60133720004,400383,1
60133720005,400382,1
60133720006,400379,1
60133720007,400378,1
60133730001,400406,1
60133730002,400405,1
60133730003,400404,1
60133740001,400408,1
60133740002,400410,1
60133740003,400409,1
60133740004,400407,1
60133750001,400412,1
60133750002,400413,1
60133750003,400411,1
60133760001,400432,1
60133760002,400179,1
60133760003,400434,1
60133760004,400433,1
60133770001,400438,1
60133770002,400437,1
60133770003,400436,1
60133770004,400030,1
60133770005,400435,1
60133780001,0,0
60133780001,400174,1
60133780002,0,0
60133780002,400439,1
60133790001,400459,1
60133790002,400458,1
60133790003,400440,1
60133790004,400031,1
60133800001,0,0
60133800001,400460,1
60133800002,0,0
60133800002,400160,1
60133800003,400461,1
60133810001,400481,1
60133810002,400483,1
60133810003,400482,1
60133810004,400462,1
60133810005,400462,1
60133820001,400067,1
60133820002,400484,1
60133820003,400068,1
60133820004,400485,1
60133830001,400069,1
60133830002,400486,1
60133830003,400070,1
60133840001,400095,1
60133840002,400071,1
60133840003,400072,1
60133840004,400094,1
60133851001,400096,1
60133851002,400097,1
60133852001,400187,1
60133852002,400099,1
60133860001,400188,1
60133860002,400098,1
60133860003,400190,1
60133860004,400189,1
60133870001,400191,1
60133870002,400192,1
60133870003,400193,1
60133880001,400194,1
60133880002,400100,1
60133891001,400542,1
60133891002,400543,1
60133892001,400544,1
60133892002,400545,1
60133901001,400576,1
60133901002,400088,1
60133901003,400575,1
60133902001,400577,1
60133902002,400090,1
60133910001,400294,1
60133910002,400257,1
60133920001,400297,1
60133920002,0,0
60133920002,400296,1
60133920003,400295,1
60133922001,400079,1
60133922002,0,0
60133922002,400250,1
60133922003,0,0
60133922003,400178,1
60133922004,400249,1
60133923001,0,0
60133923001,400089,1
60139900000,0,0
60411011001,0,0
60411011001,800051,0.74573055028463
60411011001,800177,0.25426944971537
60411012001,0,0
60411012001,800052,0.356164383561644
60411012001,800183,0.643835616438356
60411012001,800185,0
60411021001,800053,1
60411021002,800060,1
60411022021,800050,1
60411022022,800063,1
60411022023,800064,1
60411022024,800035,1
60411022025,800065,1
60411022031,800036,0.977908689248895
60411022031,800182,0.0220913107511046
60411022032,800066,1
60411022033,800067,1
60411031001,800061,1
60411031002,0,0
60411031002,800054,1
60411031003,800055,1
60411031004,800068,1
60411032001,800056,1
60411032002,800069,1
60411032003,800070,1
60411041011,800062,1
60411041012,800057,1
60411041013,800089,0.585
60411041013,800186,0.415
60411041014,800090,0.652132701421801
60411041014,800187,0.347867298578199
60411041021,800071,1
60411041022,800091,0.549952426260704
60411041022,800184,0.450047573739296
60411042001,800058,1
60411042002,800092,1
60411042003,800093,1
60411043001,0,0
60411043001,800088,0
60411043001,800095,0
60411043001,800188,1
60411050001,800094,1
60411050002,0,0
60411050002,800095,1
60411060011,0,0
60411060011,800032,1
60411060012,800032,1
60411060013,0,0
60411060013,800096,0
60411060013,800192,0.990873533246415
60411060013,800193,0.0091264667535854
60411060021,0,0
60411060021,800150,1
60411060022,0,0
60411060022,800151,0.405044510385757
60411060022,800198,0.594955489614243
60411060023,800149,0.61028192371476
60411060023,800199,0.38971807628524
60411070001,800163,0.729390681003584
60411070001,800190,0.270609318996416
60411070002,800164,1
60411070003,800153,1
60411070004,800152,0.968127490039841
60411070004,800189,0.0318725099601594
60411070005,800104,0.492935635792779
60411070005,800191,0.507064364207221
60411081001,800154,1
60411081002,800166,1
60411081003,800167,1
60411081004,800105,0.720661157024793
60411081004,800194,0.279338842975207
60411082001,800169,0.697151424287856
60411082001,800195,0.302848575712144
60411082002,800170,1
60411082003,800168,0
60411082003,800196,1
60411082004,800155,0.474164133738602
60411082004,800197,0.525835866261398
60411090011,800106,1
60411090012,800037,1
60411090013,800107,1
60411090021,800038,1
60411090022,0,0
60411090022,800039,1
60411090023,800040,1
60411101001,800158,1
60411101002,0,0
60411101002,800156,1
60411101003,0,0
60411101003,800156,1
60411102001,800172,1
60411102002,0,0
60411102002,800159,0.770491803278688
60411102002,800180,0.229508196721311
60411102003,800160,1
60411110001,800175,1
60411110002,800165,1
60411110003,800171,0.518569463548831
60411110003,800200,0.481430536451169
60411110004,800173,1
60411121001,800001,1
60411121002,800048,1
60411121003,800161,1
60411121004,800048,1
60411122011,0,0
60411122011,800108,1
60411122012,800109,1
60411122021,800110,1
60411122022,0,0
60411122022,800111,0.946428571428572
60411122022,800201,0.00892857142857143
60411122022,800202,0.0446428571428571
60411130001,800082,1
60411130002,800082,1
60411130003,800073,1
60411130004,800081,1
60411141001,800084,1
60411141002,800085,1
60411141003,800085,1
60411142001,800086,1
60411142002,800072,1
60411150001,800087,1
60411150002,800113,1
60411150003,800114,1
60411150004,800041,1
60411160001,800144,1
60411160002,800145,0.634146341463415
60411160002,800147,0.365853658536585
60411170001,800146,1
60411170002,800148,1
60411170003,800157,1
60411170004,800120,1
60411181001,800143,1
60411181002,800142,1
60411191001,800132,1
60411191002,800134,1
60411191003,0,0
60411191003,800133,1
60411191004,800059,1
60411191005,800131,1
60411192011,800121,1
60411192012,0,0
60411192012,800122,1
60411192013,0,0
60411192013,800123,1
60411192021,0,0
60411192021,800042,1
60411192022,800043,1
60411200001,800101,0.526315789473684
60411200001,800208,0.473684210526316
60411200002,800100,1
60411200003,800141,1
60411200004,0,0
60411200004,800140,1
60411200005,0,0
60411200005,800097,0.3929173693086
60411200005,800205,0.6070826306914
60411211001,800117,1
60411211001,800207,0
60411211002,800118,1
60411211003,800116,1
60411211004,800115,0.73728813559322
60411211004,800206,0.26271186440678
60411211005,800103,1
60411212001,800119,1
60411212002,0,0
60411212002,800098,0.402646502835539
60411212002,800203,0.10586011342155
60411212002,800204,0.491493383742911
60411212003,800130,1
60411212004,800129,1
60411220001,800203,0
60411230001,0,0
60411230001,800014,1
60411230002,0,0
60411230002,800013,1
60411241001,800004,1
60411241002,0,0
60411241002,800003,1
60411241003,0,0
60411241003,800002,1
60411241004,800124,1
60411242001,0,0
60411242001,800006,1
60411242002,800005,1
60411242003,0,0
60411242003,800005,0.170974155069583
60411242003,800174,0.829025844930418
60411242004,0,0
60411242004,800125,1
60411242005,800126,1
60411250001,0,0
60411250001,800007,1
60411250002,800007,1
60411250003,800127,1
60411261001,800016,1
60411261002,800017,1
60411261003,800018,1
60411261004,800008,0.0967741935483871
60411261004,800015,0.903225806451613
60411261005,800008,1
60411262001,800011,1
60411262002,0,0
60411262002,800009,1
60411262003,800010,1
60411270001,800020,0.375231053604436
60411270001,800209,0.624768946395564
60411270002,800019,1
60411270003,800012,1
60411270004,800021,1
60411270005,800022,1
60411281001,800029,1
60411281002,800028,1
60411281003,800027,1
60411282001,800023,1
60411282002,800025,1
60411282003,800024,1
60411290001,800099,1
60411290002,800128,1
60411302011,800135,1
60411302012,800044,1
60411302013,800049,1
60411302021,0,0
60411302021,800136,0.767511177347243
60411302021,800210,0.232488822652757
60411302022,800045,1
60411302023,800046,1
60411302024,800047,1
60411311001,0,0
60411311001,800137,1
60411311002,0,0
60411311002,800138,1
60411311003,0,0
60411311003,800034,1
60411321001,800031,1
60411321002,0,0
60411321002,800030,1
60411322001,800076,1
60411322002,0,0
60411322002,800075,1
60411322003,0,0
60411322003,800074,0.585858585858586
60411322003,800075,0.0151515151515152
60411322003,800076,0.0252525252525253
60411322003,800176,0.373737373737374
60411330001,0,0
60411330001,800080,0.899262899262899
60411330001,800181,0.100737100737101
60411330002,0,0
60411330002,800079,1
60411330003,0,0
60411330003,800078,1
60411330004,800077,1
60419901000,0,0
60552002011,600033,1
60552002012,600030,1
60552002013,600032,1
60552002021,600036,1
60552002022,0,0
60552002022,600029,1
60552002023,600028,1
60552002031,600001,1
60552002032,0,0
60552002032,600001,1
60552003011,0,0
60552003011,600059,1
60552003012,600058,1
60552003013,600056,1
60552003021,600057,1
60552003022,600057,1
60552004001,600064,1
60552004002,0,0
60552004002,600019,1
60552004003,0,0
60552004003,600018,1
60552005011,600051,1
60552005012,600052,1
60552005013,600053,1
60552005031,600055,1
60552005032,0,0
60552005032,600035,1
60552005041,600054,1
60552005042,600034,1
60552005043,600069,1
60552005051,600067,1
60552005052,600066,1
60552006011,600085,1
60552006012,600038,1
60552006013,600037,1
60552006014,600084,1
60552006021,600083,1
60552006022,600081,1
60552006023,600082,1
60552007031,600080,1
60552007032,600073,1
60552007041,600079,1
60552007042,600062,1
60552007043,600062,1
60552007051,600075,1
60552007052,600071,1
60552007061,600060,1
60552007062,600078,1
60552007063,600077,1
60552007071,600061,1
60552007072,600089,1
60552008021,600050,1
60552008022,600039,1
60552008023,0,0
60552008023,600021,1
60552008031,600041,1
60552008032,600020,1
60552008041,600072,1
60552008042,600086,1
60552008043,600049,1
60552008044,600040,1
60552009001,0,0
60552009001,600022,1
60552010031,0,0
60552010031,600070,1
60552010032,600093,1
60552010041,600106,1
60552010042,0,0
60552010042,600101,1
60552010051,0,0
60552010051,600090,0.0339622641509434
60552010051,600107,0.966037735849057
60552010052,600105,1
60552010061,600095,1
60552010062,600092,1
60552010071,600091,1
60552010072,600094,1
60552011011,600087,1
60552011012,600088,1
60552011021,0,0
60552011021,600076,1
60552011022,0,0
60552011022,600023,1
60552012001,600044,0.310344827586207
60552012001,600096,0.689655172413793
60552012002,600096,1
60552012003,600024,1
60552012004,600025,1
60552013001,600042,1
60552013002,600042,1
60552013003,600042,1
60552014011,0,0
60552014011,600026,1
60552014012,0,0
60552014012,600027,1
60552014013,600026,1
60552014021,600002,1
60552014022,600005,1
60552014023,600003,1
60552014031,0,0
60552014031,600097,1
60552014032,0,0
60552014032,600068,1
60552015001,0,0
60552015001,600046,1
60552015002,0,0
60552015002,600045,1
60552016011,600048,1
60552016012,600004,1
60552016021,600047,1
60552016022,600099,1
60552016023,600098,1
60552016024,600100,1
60552017001,0,0
60552017001,600006,1
60552017002,600007,1
60552017003,600103,1
60552017004,0,0
60552017004,600102,1
60552017005,600009,1
60552017006,600008,1
60552018001,0,0
60552018001,600011,1
60552018002,0,0
60552018002,600010,1
60552019001,600012,1
60552019002,600013,1
60552020001,600017,1
60552020002,600014,1
60552020003,600015,1
60552020004,600015,1
60750101001,0,0
60750101001,325,1
60750101002,324,1
60750102001,0,0
60750102001,345,1
60750102002,342,1
60750102003,343,1
60750103001,349,1
60750103002,347,1
60750103003,347,1
60750104001,352,1
60750104002,350,1
60750104003,351,1
60750104004,346,1
60750105001,0,0
60750105001,353,1
60750105002,0,0
60750105002,401,1
60750106001,354,1
60750106002,356,1
60750106003,355,1
60750107001,359,1
60750107002,357,1
60750107003,358,1
60750107004,28,1
60750108001,386,1
60750108002,385,1
60750108003,384,1
60750109001,387,1
60750109002,388,1
60750109003,389,1
60750110001,390,1
60750110002,391,1
60750110003,392,1
60750111001,393,1
60750111002,394,1
60750111003,395,1
60750112001,398,1
60750112002,396,1
60750112003,397,1
60750113001,399,1
60750113002,400,1
60750117001,403,0.313953488372093
60750117001,588,0.0581395348837209
60750117001,594,0.627906976744186
60750117002,404,0.123711340206186
60750117002,595,0.876288659793814
60750118001,405,1
60750119011,29,1
60750119012,334,1
60750119021,335,1
60750119022,30,1
60750120001,423,1
60750120002,424,1
60750121001,425,1
60750121002,402,1
60750122011,336,1
60750122012,337,1
60750122021,338,1
60750123011,31,1
60750123012,32,1
60750123021,33,1
60750123022,34,1
60750124011,339,1
60750124012,340,1
60750124021,341,1
60750124022,360,1
60750124023,361,1
60750125011,362,1
60750125012,363,1
60750125021,35,1
60750125022,36,1
60750126011,364,1
60750126021,0,0
60750126021,365,0
60750126021,585,1
60750126022,366,1
60750127001,0,0
60750127001,428,1
60750127002,426,1
60750127003,427,1
60750128001,430,1
60750128002,429,1
60750128003,431,1
60750128004,431,1
60750129011,367,1
60750129012,368,1
60750129021,369,1
60750129022,370,1
60750129023,371,1
60750130001,436,1
60750130002,435,1
60750130003,434,1
60750130004,433,1
60750131011,372,1
60750131012,373,1
60750131021,374,1
60750131022,375,1
60750132001,440,1
60750132002,439,1
60750132003,438,1
60750133001,443,1
60750133002,444,1
60750133003,442,1
60750133004,441,1
60750133005,437,1
60750134001,463,1
60750134002,462,1
60750134003,461,1
60750135001,464,1
60750135002,465,1
60750151001,466,1
60750151002,467,1
60750152001,470,1
60750152002,469,1
60750152003,468,1
60750153001,472,1
60750153002,471,1
60750154001,474,1
60750154002,473,1
60750154003,476,1
60750154004,475,1
60750154005,477,1
60750155001,480,1
60750155002,479,1
60750155003,478,1
60750156001,482,1
60750156002,483,1
60750156003,481,1
60750157001,510,1
60750157002,509,1
60750157003,508,0.657393850658858
60750157003,650,0.342606149341142
60750157004,484,1
60750158011,376,1
60750158012,377,1
60750158013,378,1
60750158021,379,1
60750158022,380,1
60750159001,511,1
60750159002,512,1
60750160001,513,1
60750161001,516,1
60750161002,515,0.475555555555556
60750161002,517,0.524444444444444
60750161003,515,1
60750161004,514,0.899336283185841
60750161004,515,0.100663716814159
60750162001,293,1
60750162002,292,1
60750162003,285,1
60750163001,518,1
60750163002,519,1
60750163003,520,1
60750164001,522,1
60750164002,521,1
60750165001,526,1
60750165002,525,1
60750165003,524,1
60750165004,523,1
60750166001,527,1
60750166002,528,1
60750166003,530,1
60750166004,529,1
60750167001,532,1
60750167002,555,1
60750167003,554,1
60750167003,648,0
60750167004,531,1
60750168011,381,1
60750168012,382,1
60750168013,383,1
60750168021,406,1
60750168022,407,1
60750168023,408,1
60750169001,556,1
60750169002,557,1
60750170001,560,1
60750170002,558,1
60750170003,559,1
60750171011,409,1
60750171012,647,1
60750171013,411,1
60750171021,412,1
60750171022,413,1
60750171023,414,1
60750176011,568,1
60750176012,566,1
60750176013,564,1
60750176014,565,1
60750176015,37,1
60750177001,567,0.316176470588235
60750177001,603,0.617647058823529
60750177001,604,0.0661764705882353
60750177002,561,0.580592105263158
60750177002,598,0.419407894736842
60750178011,415,1
60750178012,416,1
60750178021,417,0.641347424042272
60750178021,599,0.358652575957728
60750178022,418,1
60750179021,0,0
60750179021,4,0.893292682926829
60750179021,312,0
60750179021,327,0
60750179021,592,0.106707317073171
60750179021,593,0
60750180001,571,0.787213740458015
60750180001,600,0.212786259541985
60750180002,572,0.376940133037694
60750180002,601,0.543237250554324
60750180002,602,0.0798226164079823
60750201001,562,0.988950276243094
60750201001,569,0.0110497237569061
60750201002,563,1
60750201003,569,1
60750201004,2,1
60750202001,1,1
60750202002,3,1
60750202003,570,1
60750203001,5,1
60750203002,6,1
60750203003,7,1
60750204011,420,1
60750204012,421,1
60750204013,422,1
60750204021,301,1
60750204022,446,1
60750205001,8,1
60750205002,9,1
60750205003,10,1
60750206001,13,1
60750206002,12,1
60750206003,11,1
60750206004,14,1
60750207001,17,1
60750207002,16,1
60750207003,15,1
60750208001,20,1
60750208002,19,0.126153846153846
60750208002,21,0.873846153846154
60750208003,19,1
60750208004,18,1
60750209001,25,1
60750209002,23,1
60750209003,22,1
60750209004,24,1
60750210001,47,1
60750210002,46,1
60750210003,45,1
60750210004,26,1
60750211001,50,1
60750211002,51,1
60750211003,49,1
60750211004,48,1
60750212001,53,1
60750212002,54,1
60750212003,52,1
60750213001,55,1
60750213002,56,1
60750214001,57,1
60750214002,58,1
60750214003,59,1
60750215001,62,1
60750215002,60,1
60750215003,61,1
60750215004,64,1
60750215005,63,1
60750216001,65,1
60750216002,66,0.385701676963813
60750216002,646,0.614298323036187
60750217001,67,1
60750217002,68,1
60750217003,40,1
60750218001,83,1
60750218002,82,1
60750218003,70,1
60750218004,69,1
60750226001,0,0
60750226001,84,1
60750226001,610,0
60750226001,611,0
60750226002,85,0.730848861283644
60750226002,612,0.0041407867494824
60750226002,613,0.262939958592133
60750226002,614,0.0020703933747412
60750227021,306,1
60750227022,88,1
60750227041,447,1
60750227042,448,1
60750228011,86,1
60750228012,87,1
60750228013,89,1
60750228021,94,0.626050420168067
60750228021,608,0.373949579831933
60750228022,307,0.0309859154929577
60750228022,609,0.969014084507042
60750228031,91,1
60750228032,92,1
60750228033,41,1
60750229011,90,1
60750229012,93,1
60750229013,95,1
60750229021,96,1
60750229022,97,1
60750229031,308,1
60750229032,99,1
60750229033,309,1
60750230011,98,1
60750230012,100,1
60750230013,42,1
60750230031,310,1
60750230032,311,1
60750231021,623,1
60750231022,622,1
60750231031,327,1
60750231032,44,0.983830845771144
60750231032,624,0.0161691542288557
60750232001,117,1
60750232002,344,0.841075794621027
60750232002,629,0.158924205378973
60750232003,116,1
60750233001,120,0.464516129032258
60750233001,625,0.0370967741935484
60750233001,626,0.498387096774194
60750234001,121,0.855072463768116
60750234001,627,0.144927536231884
60750234002,122,0.578181818181818
60750234002,628,0.421818181818182
60750251001,124,1
60750251002,125,1
60750251003,123,1
60750252001,126,1
60750252002,146,1
60750252003,118,1
60750252004,119,1
60750253001,148,1
60750253002,150,1
60750253003,149,1
60750253004,147,1
60750254011,153,1
60750254012,313,1
60750254013,155,1
60750254021,114,1
60750254022,115,1
60750254023,151,1
60750254031,152,1
60750254032,154,1
60750255001,157,1
60750255002,158,1
60750255003,161,1
60750255004,183,1
60750255005,159,1
60750255006,160,0.704447632711621
60750255006,638,0.295552367288379
60750256001,185,1
60750256002,187,1
60750256003,186,1
60750256004,184,1
60750257011,449,1
60750257012,579,1
60750257013,450,1
60750257021,451,1
60750257022,71,1
60750257023,452,1
60750258001,189,1
60750258002,188,1
60750259001,190,1
60750259002,191,1
60750259003,192,1
60750260011,195,1
60750260012,316,1
60750260021,197,1
60750260022,156,1
60750260031,314,1
60750260032,315,1
60750260041,193,1
60750260042,196,1
60750261001,199,0.444214876033058
60750261001,637,0.555785123966942
60750261002,200,0.591381872213967
60750261002,636,0.408618127786033
60750261003,201,1
60750261004,198,1
60750262001,225,1
60750262002,226,1
60750262003,227,1
60750262004,228,1
60750262005,229,1
60750263011,231,1
60750263012,194,1
60750263013,235,1
60750263021,233,1
60750263022,234,1
60750263023,317,1
60750263031,318,1
60750263032,72,1
60750264011,240,1
60750264012,239,1
60750264021,230,1
60750264022,232,0.712158808933003
60750264022,630,0.287841191066998
60750264023,236,1
60750264031,319,1
60750264032,237,1
60750264041,320,1
60750264042,330,1
